scenario,s,S,average_daily_cost,average_fixed_order_cost,average_unit_order_cost,average_holding_cost,average_shortage_cost,stockout_rate,fill_rate,average_ending_inventory,average_order_quantity,order_frequency
promotion_peak,2,5,41.5607821699,27.2021026072,8.2345332212,0.7422792262,5.3818671152,0.3806139613,0.8595546160,0.7422792262,4.1172666106,0.9067367536
promotion_peak,6,8,41.5994117647,28.8264705882,9.5764705882,3.1823529412,0.0141176471,0.0017647059,0.9996315854,3.1823529412,4.7882352941,0.9608823529
promotion_peak,7,10,41.8516484441,27.2021026072,9.5800000000,5.0695458368,0.0000000000,0.0000000000,1.0000000000,5.0695458368,4.7900000000,0.9067367536
promotion_peak,6,7,41.9100000000,29.7000000000,9.4600000000,2.2700000000,0.4800000000,0.0600000000,0.9874739040,2.2700000000,4.7300000000,0.9900000000
promotion_peak,5,6,42.1000000000,29.7000000000,9.1200000000,1.4400000000,1.8400000000,0.1700000000,0.9519832985,1.4400000000,4.5600000000,0.9900000000
promotion_peak,7,8,42.4900000000,29.7000000000,9.5800000000,3.2100000000,0.0000000000,0.0000000000,1.0000000000,3.2100000000,4.7900000000,0.9900000000
promotion_peak,7,9,42.5870588235,28.8264705882,9.5800000000,4.1805882353,0.0000000000,0.0000000000,1.0000000000,4.1805882353,4.7900000000,0.9608823529
promotion_peak,3,5,42.7664705882,28.8264705882,8.3858823529,0.7776470588,4.7764705882,0.3567647059,0.8753530640,0.7776470588,4.1929411765,0.9608823529
promotion_peak,8,11,42.8516484441,27.2021026072,9.5800000000,6.0695458368,0.0000000000,0.0000000000,1.0000000000,6.0695458368,4.7900000000,0.9067367536
promotion_peak,8,9,43.4900000000,29.7000000000,9.5800000000,4.2100000000,0.0000000000,0.0000000000,1.0000000000,4.2100000000,4.7900000000,0.9900000000
promotion_peak,0,4,43.5132776838,24.4094794859,6.5091945296,0.3113817866,12.2832218817,0.6401733522,0.6794566315,0.3113817866,3.2545972648,0.8136493162
promotion_peak,4,5,43.5500000000,29.7000000000,8.4200000000,0.7900000000,4.6400000000,0.3500000000,0.8789144050,0.7900000000,4.2100000000,0.9900000000
promotion_peak,8,10,43.5870588235,28.8264705882,9.5800000000,5.1805882353,0.0000000000,0.0000000000,1.0000000000,5.1805882353,4.7900000000,0.9608823529
promotion_peak,1,4,44.7858620690,27.2021026072,7.0273675357,0.3458620690,10.2105298570,0.6035828427,0.7335456718,0.3458620690,3.5136837679,0.9067367536
promotion_peak,2,4,45.8676470588,28.8264705882,7.2141176471,0.3635294118,9.4635294118,0.5858823529,0.7530394204,0.3635294118,3.6070588235,0.9608823529
promotion_peak,3,4,46.6100000000,29.7000000000,7.2600000000,0.3700000000,9.2800000000,0.5800000000,0.7578288100,0.3700000000,3.6300000000,0.9900000000
promotion_peak,0,3,49.3401766190,27.2021026072,5.4404205214,0.1393355761,16.5583179142,0.7934735071,0.5678935826,0.1393355761,2.7202102607,0.9067367536
promotion_peak,1,3,50.3523529412,28.8264705882,5.6470588235,0.1470588235,15.7317647059,0.7835294118,0.5894633427,0.1470588235,2.8235294118,0.9608823529
promotion_peak,2,3,51.0700000000,29.7000000000,5.7000000000,0.1500000000,15.5200000000,0.7800000000,0.5949895616,0.1500000000,2.8500000000,0.9900000000
promotion_peak,0,2,55.6647058824,28.8264705882,3.8435294118,0.0488235294,22.9458823529,0.9017647059,0.4012034877,0.0488235294,1.9217647059,0.9608823529
promotion_peak,1,2,56.3700000000,29.7000000000,3.9000000000,0.0500000000,22.7200000000,0.9000000000,0.4070981211,0.0500000000,1.9500000000,0.9900000000
promotion_peak,0,1,62.0900000000,29.7000000000,1.9800000000,0.0100000000,30.4000000000,0.9600000000,0.2066805846,0.0100000000,0.9900000000,0.9900000000
steady,0,14,18.5753738085,5.9387483285,5.5428317733,5.2651207999,1.8286729068,0.1330897255,0.9238052956,5.2651207999,2.7714158867,0.1979582776
steady,0,13,18.6030479383,6.3607184037,5.5126226165,4.7801973841,1.9495095340,0.1416807783,0.9187704361,4.7801973841,2.7563113083,0.2120239468
steady,0,15,18.6084635572,5.5735483186,5.5735483186,5.7555601944,1.7058067256,0.1243866472,0.9289247198,5.7555601944,2.7867741593,0.1857849440
steady,1,14,18.6112824903,6.3607184037,5.7959841731,5.6385166058,0.8160633077,0.0750452233,0.9659973622,5.6385166058,2.8979920865,0.2120239468
steady,1,15,18.6437457303,5.9387483285,5.8090112242,6.1320310744,0.7639551032,0.0702893312,0.9681685374,6.1320310744,2.9045056121,0.1979582776
steady,1,13,18.6439818180,6.8491714360,5.7839001861,5.1465109402,0.8643992557,0.0796082340,0.9639833643,5.1465109402,2.8919500930,0.2283057145
steady,0,16,18.6987621528,5.2480709285,5.5979423237,6.2445181954,1.6082307052,0.1170723005,0.9329903873,6.2445181954,2.7989711618,0.1749356976
steady,0,12,18.7099524483,6.8491714360,5.4793371488,4.2987924588,2.0826514047,0.1522815186,0.9132228581,4.2987924588,2.7396685744,0.2283057145
steady,1,16,18.7377570268,5.5735483186,5.8223216130,6.6311735472,0.7107135480,0.0654153893,0.9703869355,6.6311735472,2.9111608065,0.1857849440
steady,1,12,18.7613470706,7.3992288349,5.7603691405,4.6432256572,0.9585234381,0.0882166960,0.9600615234,4.6432256572,2.8801845702,0.2466409612
steady,0,17,18.8345686368,4.9582705468,5.6193732863,6.7344179491,1.5225068547,0.1108401897,0.9365622144,6.7344179491,2.8096866432,0.1652756849
steady,1,17,18.8792560497,5.2480709285,5.8320869246,7.1274458950,0.6716523016,0.0617930812,0.9720144874,7.1274458950,2.9160434623,0.1749356976
steady,0,11,18.9312850527,7.3992288349,5.4261011456,3.8103596546,2.2955954176,0.1671339974,0.9043501909,3.8103596546,2.7130505728,0.2466409612
steady,0,18,19.0071573833,4.6998477780,5.6398173336,7.2267616062,1.4407306655,0.1049621687,0.9399695556,7.2267616062,2.8199086668,0.1566615926
steady,1,11,19.0091280021,8.0679711913,5.7375597924,4.1538361881,1.0497608303,0.0963785624,0.9562599654,4.1538361881,2.8687798962,0.2689323730
steady,1,18,19.0586873088,4.9582705468,5.8410536658,7.6235777593,0.6357853370,0.0584974689,0.9735089443,7.6235777593,2.9205268329,0.1652756849
steady,2,15,19.0859659269,6.3607184037,5.9460746198,6.5634713825,0.2157015210,0.0219933695,0.9910124366,6.5634713825,2.9730373099,0.2120239468
steady,2,14,19.0867241802,6.8491714360,5.9431166540,6.0669027062,0.2275333839,0.0232140171,0.9905194423,6.0669027062,2.9715583270,0.2283057145
steady,2,13,19.1438301984,7.3992288349,5.9368025326,5.5550089611,0.2527898697,0.0257690281,0.9894670888,5.5550089611,2.9684012663,0.2466409612
steady,2,16,19.1517204119,5.9387483285,5.9495898866,7.0617417432,0.2016404536,0.0205588110,0.9915983144,7.0617417432,2.9747949433,0.1979582776
steady,0,19,19.2127461253,4.4665948675,5.6576868322,7.7192117543,1.3692526713,0.0997120362,0.9429478054,7.7192117543,2.8288434161,0.1488864956
steady,0,10,19.2653211626,8.0679711913,5.3786474609,3.3332923539,2.4854101565,0.1794561658,0.8964412435,3.3332923539,2.6893237304,0.2689323730
steady,1,19,19.2724222024,4.6998477780,5.8497416711,8.1217994375,0.6010333158,0.0553086040,0.9749569452,8.1217994375,2.9248708355,0.1566615926
steady,2,17,19.2798493019,5.5735483186,5.9531523915,7.5657581579,0.1873904338,0.0191115331,0.9921920653,7.5657581579,2.9765761958,0.1857849440
steady,2,12,19.3344780654,8.0679711913,5.9303169172,5.0574576257,0.2787323312,0.0284047162,0.9883861529,5.0574576257,2.9651584586,0.2689323730
steady,1,10,19.3884359205,8.8989498027,5.7286987043,3.6755822307,1.0852051827,0.1000922922,0.9547831174,3.6755822307,2.8643493522,0.2966316601
steady,0,20,19.4463947338,4.2552324864,5.6736433152,8.2120921931,1.3054267390,0.0950559391,0.9456072192,8.2120921931,2.8368216576,0.1418410829
steady,2,18,19.4467044809,5.2480709285,5.9556730871,8.0656528137,0.1773076516,0.0180806148,0.9926121812,8.0656528137,2.9778365435,0.1749356976
steady,1,20,19.5147618722,4.4665948675,5.8571109045,8.6194997182,0.5715563820,0.0525898664,0.9761851507,8.6194997182,2.9285554522,0.1488864956
steady,2,19,19.6492050263,4.9582705468,5.9580486036,8.5650802904,0.1678055856,0.0171107553,0.9930081006,8.5650802904,2.9790243018,0.1652756849
steady,2,11,19.6877898748,8.8989498027,5.9288832888,4.5754899385,0.2844668448,0.0290573708,0.9881472148,4.5754899385,2.9644416444,0.2966316601
steady,0,21,19.7037937890,4.0632142416,5.6884999382,8.7060793620,1.2460002472,0.0907503942,0.9480833230,8.7060793620,2.8442499691,0.1354404747
steady,0,9,19.7510867999,8.8989498027,5.3393698816,2.8702466421,2.6425204736,0.1946644114,0.8898949803,2.8702466421,2.6696849408,0.2966316601
steady,1,21,19.7810031600,4.2552324864,5.8637551935,9.1170362540,0.5449792261,0.0501442161,0.9772925322,9.1170362540,2.9318775967,0.1418410829
steady,2,20,19.8852619747,4.6998477780,5.9603588790,9.0664908336,0.1585644841,0.0161699652,0.9933931465,9.0664908336,2.9801794395,0.1566615926
steady,1,9,19.9214104683,9.8005699776,5.6797331523,3.1600399475,1.2810673909,0.1181356275,0.9466221920,3.1600399475,2.8398665761,0.3266856659
steady,3,15,19.9242260604,6.8491714360,5.9895446882,7.0436886891,0.0418212471,0.0044842576,0.9982574480,7.0436886891,2.9947723441,0.2283057145
steady,3,16,19.9320123406,6.3607184037,5.9900613587,7.5414780130,0.0397545652,0.0042561643,0.9983435598,7.5414780130,2.9950306793,0.2120239468
steady,3,14,19.9634470017,7.3992288349,5.9883405888,6.5292399331,0.0466376450,0.0050008202,0.9980567648,6.5292399331,2.9941702944,0.2466409612
steady,0,22,19.9822205347,3.8877168874,5.7019847683,9.2004579521,1.1920609270,0.0868137428,0.9503307947,9.2004579521,2.8509923841,0.1295905629
steady,3,17,20.0078087352,5.9387483285,5.9907075085,8.0411829322,0.0371699659,0.0039828457,0.9984512514,8.0411829322,2.9953537543,0.1979582776
steady,1,22,20.0685410293,4.0632142416,5.8700007267,9.6153289678,0.5199970933,0.0478482244,0.9783334544,9.6153289678,2.9350003633,0.1354404747
steady,2,10,20.0944610755,9.8005699776,5.9160044074,4.0419043199,0.3359823705,0.0342452076,0.9860007346,4.0419043199,2.9580022037,0.3266856659
steady,3,13,20.1356450522,8.0679711913,5.9871263495,6.0290529096,0.0514946018,0.0055030312,0.9978543916,6.0290529096,2.9935631748,0.2689323730
steady,3,18,20.1460685699,5.5735483186,5.9913754578,8.5466466248,0.0344981687,0.0036973267,0.9985625763,8.5466466248,2.9956877289,0.1857849440
steady,2,21,20.1466328077,4.4665948675,5.9622906372,9.5669098518,0.1508374512,0.0153815597,0.9937151062,9.5669098518,2.9811453186,0.1488864956
steady,0,23,20.2790727127,3.7266906497,5.7142589962,9.6951590516,1.1429640152,0.0832335543,0.9523764994,9.6951590516,2.8571294981,0.1242230217
steady,3,19,20.3201401774,5.2480709285,5.9918343167,9.0475721989,0.0326627333,0.0034988737,0.9986390528,9.0475721989,2.9959171583,0.1749356976
steady,1,23,20.3745243348,3.8877168874,5.8756122539,10.1136442092,0.4975509842,0.0457815217,0.9792687090,10.1136442092,2.9378061270,0.1295905629
steady,2,22,20.4299936471,4.2552324864,5.9640436257,10.0668920379,0.1438254970,0.0146661317,0.9940072710,10.0668920379,2.9820218129,0.1418410829
steady,3,12,20.4843882794,8.8989498027,5.9869980303,5.5464325677,0.0520078787,0.0055810178,0.9978330051,5.5464325677,2.9934990152,0.2966316601
steady,0,8,20.5060792097,9.8005699776,5.2269706547,2.3864211962,3.0921173811,0.2263812488,0.8711617758,2.3864211962,2.6134853274,0.3266856659
steady,3,20,20.5294297390,4.9582705468,5.9922701143,9.5479695351,0.0309195429,0.0033127392,0.9987116857,9.5479695351,2.9961350571,0.1652756849
steady,0,24,20.5920174758,3.5785270947,5.7256433516,10.1904204359,1.0974265936,0.0799231689,0.9542738919,10.1904204359,2.8628216758,0.1192842365
steady,1,24,20.6964378323,3.7266906497,5.8807261049,10.6119254972,0.4770955805,0.0438989408,0.9801210175,10.6119254972,2.9403630524,0.1242230217
steady,2,23,20.7336034588,4.0632142416,5.9656971754,10.5674807434,0.1372112984,0.0139920465,0.9942828626,10.5674807434,2.9828485877,0.1354404747
steady,3,21,20.7720722181,4.6998477780,5.9926988094,10.0503208683,0.0292047624,0.0031293999,0.9987831349,10.0503208683,2.9963494047,0.1566615926
steady,1,8,20.8012121956,10.9879170350,5.6203438015,2.6743265651,1.5186247940,0.1387142460,0.9367239669,2.6743265651,2.8101719008,0.3662639012
steady,2,9,20.8302124732,10.9879170350,5.8977722936,3.5356123191,0.4089108256,0.0415847428,0.9829620489,3.5356123191,2.9488861468,0.3662639012
steady,3,11,20.8547446225,9.8005699776,5.9844948225,5.0076591124,0.0620207100,0.0066719954,0.9974158037,5.0076591124,2.9922474112,0.3266856659
steady,4,16,20.8928362572,6.8491714360,5.9985132034,8.0392044315,0.0059471862,0.0007433983,0.9997522006,8.0392044315,2.9992566017,0.2283057145
steady,4,17,20.9022191907,6.3607184037,5.9985736872,8.5372218488,0.0057052511,0.0007131564,0.9997622812,8.5372218488,2.9992868436,0.2120239468
steady,4,15,20.9284412602,7.3992288349,5.9983422292,7.5242391128,0.0066310832,0.0008288854,0.9997237049,7.5242391128,2.9991711146,0.2466409612
steady,4,18,20.9799288152,5.9387483285,5.9986731999,9.0372000865,0.0053072002,0.0006634000,0.9997788667,9.0372000865,2.9993366000,0.1979582776
steady,3,22,21.0389618897,4.4665948675,5.9930537566,10.5515282921,0.0277849735,0.0029768228,0.9988422928,10.5515282921,2.9965268783,0.1488864956
steady,2,24,21.0540536828,3.8877168874,5.9671752974,11.0678626875,0.1312988104,0.0133890843,0.9945292162,11.0678626875,2.9835876487,0.1295905629
steady,4,14,21.0971238338,8.0679711913,5.9981324120,7.0235498783,0.0074703522,0.0009337940,0.9996887353,7.0235498783,2.9990662060,0.2689323730
steady,4,19,21.1201872832,5.5735483186,5.9987701112,9.5429492981,0.0049195553,0.0006149444,0.9997950185,9.5429492981,2.9993850556,0.1857849440
steady,4,20,21.2956480618,5.2480709285,5.9988320640,10.0440733253,0.0046717441,0.0005839680,0.9998053440,10.0440733253,2.9994160320,0.1749356976
steady,3,23,21.3273307254,4.2552324864,5.9933758891,11.0522259062,0.0264964437,0.0028388485,0.9988959815,11.0522259062,2.9966879445,0.1418410829
steady,4,13,21.4453211551,8.8989498027,5.9981600658,6.5408515500,0.0073597366,0.0009199671,0.9996933443,6.5408515500,2.9990800329,0.2966316601
steady,4,21,21.5062405644,4.9582705468,5.9988955927,10.5446567959,0.0044176290,0.0005522036,0.9998159321,10.5446567959,2.9994477964,0.1652756849
steady,0,7,21.5254843437,10.9879170350,5.1276946163,1.9206511577,3.4892215347,0.2463245926,0.8546157694,1.9206511577,2.5638473082,0.3662639012
steady,3,10,21.5391192740,10.9879170350,5.9809417791,4.4940275763,0.0762328836,0.0081063382,0.9968236298,4.4940275763,2.9904708895,0.3662639012
steady,3,24,21.6356591332,4.0632142416,5.9936812684,11.5534886969,0.0252749264,0.0027081137,0.9989468781,11.5534886969,2.9968406342,0.1354404747
steady,4,22,21.7501664187,4.6998477780,5.9989576092,11.0471914684,0.0041695630,0.0005211954,0.9998262682,11.0471914684,2.9994788046,0.1566615926
steady,4,12,21.8080406550,9.8005699776,5.9978388132,6.0009871170,0.0086447472,0.0010805934,0.9996398022,6.0009871170,2.9989194066,0.3266856659
steady,5,17,21.8876324692,6.8491714360,6.0000000000,9.0384610332,0.0000000000,0.0000000000,1.0000000000,9.0384610332,3.0000000000,0.2283057145
steady,5,18,21.8972270960,6.3607184037,6.0000000000,9.5365086924,0.0000000000,0.0000000000,1.0000000000,9.5365086924,3.0000000000,0.2120239468
steady,5,16,21.9226390623,7.3992288349,6.0000000000,8.5234102274,0.0000000000,0.0000000000,1.0000000000,8.5234102274,3.0000000000,0.2466409612
steady,5,19,21.9752850150,5.9387483285,6.0000000000,10.0365366865,0.0000000000,0.0000000000,1.0000000000,10.0365366865,3.0000000000,0.1979582776
steady,4,23,22.0181241300,4.4665948675,5.9990074023,11.5485514693,0.0039703909,0.0004962989,0.9998345670,11.5485514693,2.9995037011,0.1488864956
steady,5,15,22.0905872756,8.0679711913,6.0000000000,8.0226160843,0.0000000000,0.0000000000,1.0000000000,8.0226160843,3.0000000000,0.2689323730
steady,1,7,22.0986726996,12.8105692231,5.6498274702,2.2375858872,1.4006901191,0.1296004203,0.9416379117,2.2375858872,2.8249137351,0.4270189741
steady,5,20,22.1158826723,5.5735483186,6.0000000000,10.5423343537,0.0000000000,0.0000000000,1.0000000000,10.5423343537,3.0000000000,0.1857849440
steady,2,8,22.1914697575,12.8105692231,5.9090283108,3.1079854669,0.3638867566,0.0373154720,0.9848380518,3.1079854669,2.9545141554,0.4270189741
steady,5,21,22.2915602857,5.2480709285,6.0000000000,11.0434893573,0.0000000000,0.0000000000,1.0000000000,11.0434893573,3.0000000000,0.1749356976
steady,4,24,22.3074587859,4.2552324864,5.9990535861,12.0493870577,0.0037856557,0.0004732070,0.9998422643,12.0493870577,2.9995267930,0.1418410829
steady,5,14,22.4388813855,8.8989498027,6.0000000000,7.5399315829,0.0000000000,0.0000000000,1.0000000000,7.5399315829,3.0000000000,0.2966316601
steady,4,11,22.4823749063,10.9879170350,5.9971544556,5.4859212381,0.0113821777,0.0014227722,0.9995257426,5.4859212381,2.9985772278,0.3662639012
steady,5,22,22.5023751390,4.9582705468,6.0000000000,11.5441045922,0.0000000000,0.0000000000,1.0000000000,11.5441045922,3.0000000000,0.1652756849
steady,5,23,22.7465180511,4.6998477780,6.0000000000,12.0466702730,0.0000000000,0.0000000000,1.0000000000,12.0466702730,3.0000000000,0.1566615926
steady,5,13,22.8004765012,9.8005699776,6.0000000000,6.9999065236,0.0000000000,0.0000000000,1.0000000000,6.9999065236,3.0000000000,0.3266856659
steady,6,18,22.8876324692,6.8491714360,6.0000000000,10.0384610332,0.0000000000,0.0000000000,1.0000000000,10.0384610332,3.0000000000,0.2283057145
steady,6,19,22.8972270960,6.3607184037,6.0000000000,10.5365086924,0.0000000000,0.0000000000,1.0000000000,10.5365086924,3.0000000000,0.2120239468
steady,6,17,22.9226390623,7.3992288349,6.0000000000,9.5234102274,0.0000000000,0.0000000000,1.0000000000,9.5234102274,3.0000000000,0.2466409612
steady,3,9,22.9302614537,12.8105692231,5.9836592548,4.0706699949,0.0653629809,0.0070132654,0.9972765425,4.0706699949,2.9918296274,0.4270189741
steady,0,6,22.9382719331,12.8105692231,5.1242276892,1.5003857777,3.5030892430,0.2627998905,0.8540379482,1.5003857777,2.5621138446,0.4270189741
steady,6,20,22.9752850150,5.9387483285,6.0000000000,11.0365366865,0.0000000000,0.0000000000,1.0000000000,11.0365366865,3.0000000000,0.1979582776
steady,5,24,23.0146500379,4.4665948675,6.0000000000,12.5480551704,0.0000000000,0.0000000000,1.0000000000,12.5480551704,3.0000000000,0.1488864956
steady,6,16,23.0905872756,8.0679711913,6.0000000000,9.0226160843,0.0000000000,0.0000000000,1.0000000000,9.0226160843,3.0000000000,0.2689323730
steady,6,21,23.1158826723,5.5735483186,6.0000000000,11.5423343537,0.0000000000,0.0000000000,1.0000000000,11.5423343537,3.0000000000,0.1857849440
steady,6,22,23.2915602857,5.2480709285,6.0000000000,12.0434893573,0.0000000000,0.0000000000,1.0000000000,12.0434893573,3.0000000000,0.1749356976
steady,2,7,23.3651430709,14.4868534476,5.8814123293,2.5225266113,0.4743506827,0.0484201066,0.9802353882,2.5225266113,2.9407061647,0.4828951149
steady,6,15,23.4388813855,8.8989498027,6.0000000000,8.5399315829,0.0000000000,0.0000000000,1.0000000000,8.5399315829,3.0000000000,0.2966316601
steady,5,12,23.4724155008,10.9879170350,6.0000000000,6.4844984659,0.0000000000,0.0000000000,1.0000000000,6.4844984659,3.0000000000,0.3662639012
steady,6,23,23.5023751390,4.9582705468,6.0000000000,12.5441045922,0.0000000000,0.0000000000,1.0000000000,12.5441045922,3.0000000000,0.1652756849
steady,1,6,23.5752933878,14.4868534476,5.5356550959,1.6954052280,1.8573796162,0.1728786167,0.9226091827,1.6954052280,2.7678275480,0.4828951149
steady,6,24,23.7465180511,4.6998477780,6.0000000000,13.0466702730,0.0000000000,0.0000000000,1.0000000000,13.0466702730,3.0000000000,0.1566615926
steady,6,14,23.8004765012,9.8005699776,6.0000000000,7.9999065236,0.0000000000,0.0000000000,1.0000000000,7.9999065236,3.0000000000,0.3266856659
steady,4,10,23.8811685957,12.8105692231,5.9976857856,5.0636567295,0.0092568575,0.0011571072,0.9996142976,5.0636567295,2.9988428928,0.4270189741
steady,7,19,23.8876324692,6.8491714360,6.0000000000,11.0384610332,0.0000000000,0.0000000000,1.0000000000,11.0384610332,3.0000000000,0.2283057145
steady,7,20,23.8972270960,6.3607184037,6.0000000000,11.5365086924,0.0000000000,0.0000000000,1.0000000000,11.5365086924,3.0000000000,0.2120239468
steady,7,18,23.9226390623,7.3992288349,6.0000000000,10.5234102274,0.0000000000,0.0000000000,1.0000000000,10.5234102274,3.0000000000,0.2466409612
steady,7,21,23.9752850150,5.9387483285,6.0000000000,12.0365366865,0.0000000000,0.0000000000,1.0000000000,12.0365366865,3.0000000000,0.1979582776
steady,3,8,24.0262023248,14.4868534476,5.9782525425,3.4741065047,0.0869898299,0.0094853488,0.9963754238,3.4741065047,2.9891262713,0.4828951149
steady,7,17,24.0905872756,8.0679711913,6.0000000000,10.0226160843,0.0000000000,0.0000000000,1.0000000000,10.0226160843,3.0000000000,0.2689323730
steady,7,22,24.1158826723,5.5735483186,6.0000000000,12.5423343537,0.0000000000,0.0000000000,1.0000000000,12.5423343537,3.0000000000,0.1857849440
steady,7,23,24.2915602857,5.2480709285,6.0000000000,13.0434893573,0.0000000000,0.0000000000,1.0000000000,13.0434893573,3.0000000000,0.1749356976
steady,7,16,24.4388813855,8.8989498027,6.0000000000,9.5399315829,0.0000000000,0.0000000000,1.0000000000,9.5399315829,3.0000000000,0.2966316601
steady,6,13,24.4724155008,10.9879170350,6.0000000000,7.4844984659,0.0000000000,0.0000000000,1.0000000000,7.4844984659,3.0000000000,0.3662639012
steady,7,24,24.5023751390,4.9582705468,6.0000000000,13.5441045922,0.0000000000,0.0000000000,1.0000000000,13.5441045922,3.0000000000,0.1652756849
steady,7,15,24.8004765012,9.8005699776,6.0000000000,8.9999065236,0.0000000000,0.0000000000,1.0000000000,8.9999065236,3.0000000000,0.3266856659
steady,5,11,24.8730688454,12.8105692231,6.0000000000,6.0624996223,0.0000000000,0.0000000000,1.0000000000,6.0624996223,3.0000000000,0.4270189741
steady,8,20,24.8876324692,6.8491714360,6.0000000000,12.0384610332,0.0000000000,0.0000000000,1.0000000000,12.0384610332,3.0000000000,0.2283057145
steady,8,21,24.8972270960,6.3607184037,6.0000000000,12.5365086924,0.0000000000,0.0000000000,1.0000000000,12.5365086924,3.0000000000,0.2120239468
steady,8,19,24.9226390623,7.3992288349,6.0000000000,11.5234102274,0.0000000000,0.0000000000,1.0000000000,11.5234102274,3.0000000000,0.2466409612
steady,4,9,24.9598048830,14.4868534476,5.9972232402,4.4646211559,0.0111070394,0.0013883799,0.9995372067,4.4646211559,2.9986116201,0.4828951149
steady,8,22,24.9752850150,5.9387483285,6.0000000000,13.0365366865,0.0000000000,0.0000000000,1.0000000000,13.0365366865,3.0000000000,0.1979582776
steady,0,5,25.0487572013,14.4868534476,4.8289511492,1.0487572013,4.6841954031,0.3533519734,0.8048251915,1.0487572013,2.4144755746,0.4828951149
steady,8,18,25.0905872756,8.0679711913,6.0000000000,11.0226160843,0.0000000000,0.0000000000,1.0000000000,11.0226160843,3.0000000000,0.2689323730
steady,8,23,25.1158826723,5.5735483186,6.0000000000,13.5423343537,0.0000000000,0.0000000000,1.0000000000,13.5423343537,3.0000000000,0.1857849440
steady,8,24,25.2915602857,5.2480709285,6.0000000000,14.0434893573,0.0000000000,0.0000000000,1.0000000000,14.0434893573,3.0000000000,0.1749356976
steady,2,6,25.3737686165,16.8224484125,5.8025826051,1.9590680192,0.7896695798,0.0798341332,0.9670971008,1.9590680192,2.9012913025,0.5607482804
steady,8,17,25.4388813855,8.8989498027,6.0000000000,10.5399315829,0.0000000000,0.0000000000,1.0000000000,10.5399315829,3.0000000000,0.2966316601
steady,7,14,25.4724155008,10.9879170350,6.0000000000,8.4844984659,0.0000000000,0.0000000000,1.0000000000,8.4844984659,3.0000000000,0.3662639012
steady,8,16,25.8004765012,9.8005699776,6.0000000000,9.9999065236,0.0000000000,0.0000000000,1.0000000000,9.9999065236,3.0000000000,0.3266856659
steady,3,7,25.8149296843,16.8224484125,5.9622508714,2.8792338860,0.1509965144,0.0159210559,0.9937084786,2.8792338860,2.9811254357,0.5607482804
steady,6,12,25.8730688454,12.8105692231,6.0000000000,7.0624996223,0.0000000000,0.0000000000,1.0000000000,7.0624996223,3.0000000000,0.4270189741
steady,5,10,25.9500862236,14.4868534476,6.0000000000,5.4632327759,0.0000000000,0.0000000000,1.0000000000,5.4632327759,3.0000000000,0.4828951149
steady,1,5,26.1738842166,16.8224484125,5.2882638622,1.2162273906,2.8469445513,0.2571593714,0.8813773104,1.2162273906,2.6441319311,0.5607482804
steady,8,15,26.4724155008,10.9879170350,6.0000000000,9.4844984659,0.0000000000,0.0000000000,1.0000000000,9.4844984659,3.0000000000,0.3662639012
steady,4,8,26.7034822928,16.8224484125,5.9940929833,3.8633128301,0.0236280670,0.0029535084,0.9990154972,3.8633128301,2.9970464916,0.5607482804
steady,7,13,26.8730688454,12.8105692231,6.0000000000,8.0624996223,0.0000000000,0.0000000000,1.0000000000,8.0624996223,3.0000000000,0.4270189741
steady,6,11,26.9500862236,14.4868534476,6.0000000000,6.4632327759,0.0000000000,0.0000000000,1.0000000000,6.4632327759,3.0000000000,0.4828951149
steady,5,9,27.6828077342,16.8224484125,6.0000000000,4.8603593217,0.0000000000,0.0000000000,1.0000000000,4.8603593217,3.0000000000,0.5607482804
steady,8,14,27.8730688454,12.8105692231,6.0000000000,9.0624996223,0.0000000000,0.0000000000,1.0000000000,9.0624996223,3.0000000000,0.4270189741
steady,7,12,27.9500862236,14.4868534476,6.0000000000,7.4632327759,0.0000000000,0.0000000000,1.0000000000,7.4632327759,3.0000000000,0.4828951149
steady,0,4,27.9818558825,16.8224484125,4.4859862433,0.6173662000,6.0560550266,0.4011388094,0.7476643739,0.6173662000,2.2429931217,0.5607482804
steady,6,10,28.6828077342,16.8224484125,6.0000000000,5.8603593217,0.0000000000,0.0000000000,1.0000000000,5.8603593217,3.0000000000,0.5607482804
steady,8,13,28.9500862236,14.4868534476,6.0000000000,8.4632327759,0.0000000000,0.0000000000,1.0000000000,8.4632327759,3.0000000000,0.4828951149
steady,7,11,29.6828077342,16.8224484125,6.0000000000,6.8603593217,0.0000000000,0.0000000000,1.0000000000,6.8603593217,3.0000000000,0.5607482804
steady,8,12,30.6828077342,16.8224484125,6.0000000000,7.8603593217,0.0000000000,0.0000000000,1.0000000000,7.8603593217,3.0000000000,0.5607482804
steady,2,5,31.9387689658,23.8735093906,5.8785319446,1.7008554088,0.4858722218,0.0505872222,0.9797553241,1.7008554088,2.9392659723,0.7957836464
steady,1,4,32.1363700484,23.8735093906,5.5363602067,0.8719412778,1.8545591733,0.1710858689,0.9227267011,0.8719412778,2.7681801033,0.7957836464
steady,3,6,32.5846584106,23.8735093906,5.9797063889,2.6502681867,0.0811744444,0.0085098007,0.9966177315,2.6502681867,2.9898531945,0.7957836464
steady,4,7,33.5250898056,23.8735093906,5.9967259903,3.6417583860,0.0130960387,0.0016370048,0.9994543317,3.6417583860,2.9983629952,0.7957836464
